,0,1,2,3
3175,7/8/2017,1-7-2,4-4-2,7-5-9
3176,7/9/2017,0-1-7,7-5-5,3-3-8
3177,7/10/2017,2-9-8,2-2-3,5-1-3
3178,7/11/2017,6-1-2,0-9-9,5-5-1
3179,7/12/2017,1-6-3,0-7-3,5-0-9
3180,7/13/2017,8-0-8,5-4-2,4-6-8
3181,7/14/2017,5-4-3,7-7-3,2-3-3
3182,7/15/2017,7-2-7,3-7-0,8-9-3
3183,7/16/2017,2-5-0,1-3-8,7-2-9
3184,7/17/2017,7-1-4,2-1-0,0-2-7
3185,7/18/2017,1-6-0,9-5-7,2-6-5
3186,7/19/2017,8-8-1,5-9-9,4-7-4
3187,7/20/2017,6-2-3,8-0-1,6-0-4
3188,7/21/2017,7-3-0,5-2-5,0-9-3
3189,7/22/2017,8-1-7,5-8-6,2-6-7
3190,7/23/2017,1-5-3,8-0-6,3-4-0
3191,7/24/2017,7-7-4,6-4-1,5-0-1
3192,7/25/2017,9-0-2,3-3-9,8-3-6
3193,7/26/2017,7-8-1,8-3-2,6-6-3
3194,7/27/2017,3-8-9,6-1-3,5-1-8
3195,7/28/2017,8-2-1,7-6-8,5-1-9
3196,7/29/2017,9-1-8,0-1-3,0-7-9
3197,7/30/2017,0-0-3,0-0-1,0-9-2
3198,7/31/2017,7-2-8,3-9-9,3-4-4
3199,AUGUST,11AM,4PM,9PM
3200,8/1/2017,9-7-7,2-2-9,5-5-8
3201,8/2/2017,9-1-9,1-8-7,3-1-2
3202,8/3/2017,8-7-2,9-4-5,1-1-7
3203,8/4/2017,7-9-1,0-0-7,9-0-5
3204,8/5/2017,0-5-6,3-3-3,1-3-1
3205,8/6/2017,3-8-7,2-1-7,7-0-0
3206,8/7/2017,3-0-6,0-6-4,7-0-0
3207,8/8/2017,3-2-2,2-6-2,5-4-1
3208,8/9/2017,1-2-7,9-3-7,7-3-8
3209,8/10/2017,9-9-5,8-3-9,9-3-3
3210,8/11/2017,6-2-4,4-3-3,1-6-4
3211,8/12/2017,7-0-4,1-0-1,7-6-6
3212,8/13/2017,5-8-2,0-1-8,9-7-4
3213,8/14/2017,1-2-8,7-9-8,6-6-2
3214,8/15/2017,5-2-4,6-5-0,1-5-8
3215,8/16/2017,8-3-4,7-1-1,2-7-2
3216,8/17/2017,0-4-8,1-6-4,7-5-4
3217,8/18/2017,2-4-2,7-4-5,5-2-6
3218,8/19/2017,1-0-5,1-9-8,7-6-0
3219,8/20/2017,5-9-4,6-6-0,2-6-6
3220,8/21/2017,5-2-1,4-1-1,8-1-0
3221,8/22/2017,2-3-5,0-4-5,9-9-8
3222,8/23/2017,2-4-2,2-8-8,1-1-1
3223,8/24/2017,5-4-4,3-8-4,9-9-9
3224,8/25/2017,2-4-3,3-2-1,2-6-2
3225,8/26/2017,1-0-3,2-2-4,5-0-2
3226,8/27/2017,0-9-1,7-2-3,6-7-7
3227,8/28/2017,2-7-5,3-9-2,0-8-7
3228,8/29/2017,9-4-6,1-3-4,0-7-8
3229,8/30/2017,5-0-1,6-7-3,3-4-8
3230,8/31/2017,1-9-4,0-5-3,4-2-3
3231,SEPTEMBER,11AM,4PM,9PM
3232,9/1/2017,8-9-6,7-9-2,6-4-1
3233,9/2/2017,3-1-7,6-6-5,1-0-0
3234,9/3/2017,1-2-3,1-0-9,8-9-8
3235,9/4/2017,0-1-0,2-1-3,9-1-2
3236,9/5/2017,6-1-0,0-0-1,8-5-7
3237,9/6/2017,8-2-0,9-3-5,5-6-1
3238,9/7/2017,3-1-0,8-5-5,3-7-7
3239,9/8/2017,5-4-4,4-6-4,1-6-8
3240,9/9/2017,1-5-6,0-2-1,8-4-2
3241,9/10/2017,8-2-2,0-7-3,9-7-3
3242,9/11/2017,0-4-4,9-8-6,6-1-9
3243,9/12/2017,4-6-5,5-2-9,3-2-5
3244,9/13/2017,5-2-5,1-8-3,4-2-0
3245,9/14/2017,6-0-3,9-6-8,2-9-5
3246,9/15/2017,4-1-7,4-1-4,3-1-3
3247,9/16/2017,7-5-1,5-2-4,6-0-4
3248,9/17/2017,6-8-1,8-7-8,2-4-5
3249,9/18/2017,8-6-8,3-7-1,1-8-9
3250,9/19/2017,9-2-9,3-9-7,4-1-7
3251,9/20/2017,9-2-7,6-8-0,6-9-8
3252,9/21/2017,3-2-3,6-8-7,5-6-2
3253,9/22/2017,4-5-1,0-5-2,0-5-1
3254,9/23/2017,8-1-3,7-4-8,3-6-9
3255,9/24/2017,2-2-8,7-3-8,9-4-6
3256,9/25/2017,1-0-2,8-2-2,7-8-1
3257,9/26/2017,6-2-9,9-4-9,4-1-4
3258,9/27/2017,4-9-6,4-0-3,9-7-5
3259,9/28/2017,2-4-8,8-5-5,8-3-1
3260,9/29/2017,5-6-0,4-0-6,1-2-9
3261,9/30/2017,7-9-6,5-5-8,7-3-3
3262,OCTOBER,11AM,4PM,9PM
3263,10/1/2017,5-0-6,2-8-1,4-7-3
3264,10/2/2017,8-7-3,7-3-1,3-1-2
3265,10/3/2017,8-0-4,6-8-8,2-1-6
3266,10/4/2017,7-6-7,2-6-9,5-0-5
3267,10/5/2017,0-3-0,0-6-0,6-8-9
3268,10/6/2017,8-1-0,2-7-4,7-0-7
3269,10/7/2017,8-4-6,7-6-9,8-5-5
3270,10/8/2017,2-0-4,0-3-4,1-3-5
3271,10/9/2017,8-5-8,4-2-0,5-7-1
3272,10/10/2017,4-2-7,4-8-1,1-4-0
3273,10/11/2017,1-0-1,8-0-1,1-0-0
3274,10/12/2017,2-7-2,3-5-8,5-2-0
3275,10/13/2017,2-0-9,7-2-2,6-0-4
3276,10/14/2017,3-6-8,2-8-7,7-0-0
3277,10/15/2017,0-2-2,2-7-4,5-7-4
3278,10/16/2017,6-3-9,7-5-5,0-3-4
3279,10/17/2017,1-2-3,7-3-8,5-8-8
3280,10/18/2017,7-1-2,6-8-7,4-2-0
3281,10/19/2017,0-1-2,4-1-1,4-2-4
3282,10/20/2017,7-8-7,0-9-0,6-2-1
3283,10/21/2017,5-4-0,7-6-2,2-3-8
3284,10/22/2017,5-6-3,7-7-2,6-8-0
3285,10/23/2017,0-6-1,6-6-7,2-5-3
3286,10/24/2017,8-3-8,7-9-1,6-9-1
3287,10/25/2017,2-3-7,0-7-0,7-3-0
3288,10/26/2017,9-9-7,8-8-5,3-1-6
3289,10/27/2017,1-2-4,9-0-7,8-6-4
3290,10/28/2017,4-1-4,3-0-7,1-3-1
3291,10/29/2017,0-5-7,8-5-5,2-9-8
3292,10/30/2017,2-1-4,5-9-4,5-1-5
3293,10/31/2017,7-8-8,3-1-7,0-7-2
3294,NOVEMBER,11AM,4PM,9PM
3295,11/1/2017,8-5-6,5-6-8,4-1-1
3296,11/2/2017,0-7-3,4-9-7,7-2-4
3297,11/3/2017,9-5-3,9-4-5,4-6-5
3298,11/4/2017,0-4-7,2-0-2,8-5-8
3299,11/5/2017,1-5-0,5-7-6,9-1-6
3300,11/6/2017,6-0-6,9-5-5,2-1-9
3301,11/7/2017,7-3-2,9-7-2,1-4-2
3302,11/8/2017,8-3-9,4-9-9,0-6-0
3303,11/9/2017,8-9-2,8-4-5,7-2-0
3304,11/10/2017,8-9-1,9-5-6,7-2-2
3305,11/11/2017,7-5-9,7-7-8,9-9-2
3306,11/12/2017,7-3-4,3-0-1,6-3-6
3307,11/13/2017,9-6-5,6-0-8,2-4-2
3308,11/14/2017,6-4-3,4-0-8,0-8-3
3309,11/15/2017,0-3-7,3-4-3,8-2-2
3310,11/16/2017,7-7-0,3-9-1,3-9-8
3311,11/17/2017,8-1-1,8-1-7,1-1-0
3312,11/18/2017,1-6-8,1-2-6,0-3-4
3313,11/19/2017,2-7-5,7-6-3,8-6-3
3314,11/20/2017,6-6-0,1-8-5,7-7-4
3315,11/21/2017,3-0-6,5-2-5,6-1-8
3316,11/22/2017,4-9-5,3-6-1,5-7-7
3317,11/23/2017,5-6-4,6-2-1,0-5-9
3318,11/24/2017,2-0-2,3-7-3,3-6-7
3319,11/25/2017,0-8-4,1-4-3,5-4-5
3320,11/26/2017,8-4-2,2-7-0,7-4-1
3321,11/27/2017,4-1-2,7-4-4,4-5-5
3322,11/28/2017,4-5-5,9-7-4,9-1-9
3323,11/29/2017,3-0-0,3-2-7,9-1-9
3324,11/30/2017,0-5-6,1-3-1,1-9-3
3325,DECEMBER,11AM,4PM,9PM
3326,12/1/2017,9-3-5,8-7-4,5-9-1
3327,12/2/2017,6-6-8,9-0-7,6-9-9
3328,12/3/2017,0-4-2,7-9-8,0-1-7
3329,12/4/2017,5-8-5,8-4-7,4-5-8
3330,12/5/2017,5-5-1,5-9-3,2-8-3
3331,12/6/2017,4-1-6,2-1-8,1-4-0
3332,12/7/2017,8-2-9,5-4-4,8-7-0
3333,12/8/2017,9-1-1,3-7-6,0-8-1
3334,12/9/2017,5-9-3,7-8-8,3-4-8
3335,12/10/2017,8-2-7,2-9-3,5-7-3
3336,12/11/2017,8-8-2,2-7-5,8-6-3
3337,12/12/2017,8-1-4,8-6-5,4-5-5
3338,12/13/2017,5-5-5,2-0-1,8-2-2
3339,12/14/2017,6-4-6,7-7-9,5-9-3
3340,12/15/2017,8-1-8,5-4-6,8-0-3
3341,12/16/2017,4-3-7,0-6-4,9-6-2
3342,12/17/2017,0-3-8,6-5-6,8-8-5
3343,12/18/2017,1-6-1,6-6-6,4-0-2
3344,12/19/2017,2-6-6,2-0-0,5-6-2
3345,12/20/2017,5-9-5,3-2-8,1-4-6
3346,12/21/2017,8-2-2,0-3-6,3-6-3
3347,12/22/2017,0-2-0,5-9-9,6-2-0
3348,12/23/2017,2-8-8,1-5-4,9-2-6
3349,12/24/2017,9-9-6,0-5-8,7-5-3
3350,12/26/2017,7-5-3,1-4-4,5-4-0
3351,12/27/2017,8-2-4,8-6-0,2-8-4
3352,12/28/2017,2-5-6,4-3-6,1-8-1
3353,12/29/2017,2-2-6,6-7-5,5-0-7
3354,12/30/2017,1-8-6,1-2-2,8-7-6
3355,12/31/2017,6-5-1,5-3-1,0-9-5
3356,1/2/2018,1-0-3,5-9-3,4-4-9
3357,1/3/2018,7-5-0,3-2-4,2-6-8
3358,1/4/2018,9-3-3,7-1-9,5-1-9
3359,1/5/2018,2-5-0,9-3-2,2-1-3
3360,1/6/2018,2-1-3,5-5-6,7-2-3
3361,1/7/2018,8-3-1,2-0-1,4-6-1
3362,1/8/2018,9-9-9,3-2-7,2-0-0
3363,1/9/2018,7-2-5,7-3-3,6-5-5
3364,1/10/2018,2-9-2,1-9-2,2-8-0
3365,1/11/2018,9-7-0,4-6-1,7-8-3
3366,1/12/2018,0-0-3,4-1-1,3-0-6
3367,1/13/2018,9-9-4,6-2-8,4-2-4
3368,1/14/2018,8-3-6,0-4-2,1-1-8
3369,1/15/2018,9-8-2,9-7-4,4-7-9
3370,1/16/2018,3-8-0,9-9-4,8-8-7
3371,1/17/2018,3-3-5,4-8-8,5-2-1
3372,1/18/2018,7-6-0,6-8-6,8-0-5
3373,1/19/2018,5-3-1,4-1-8,0-4-7
3374,1/20/2018,3-7-8,4-2-4,4-7-5
3375,1/21/2018,1-6-6,5-1-0,2-8-8
3376,1/22/2018,9-0-7,3-3-5,5-3-0
3377,1/23/2018,8-0-1,4-3-4,6-5-8
3378,1/24/2018,3-6-1,3-4-3,2-6-7
3379,1/25/2018,3-8-6,7-5-7,2-1-4
3380,1/26/2018,0-7-8,2-2-1,0-0-1
3381,1/27/2018,9-3-4,5-1-7,3-8-4
3382,1/28/2018,9-8-4,2-0-0,1-6-4
3383,1/29/2018,9-9-8,8-0-6,3-1-2
3384,1/30/2018,9-6-0,0-5-2,0-8-5
3385,1/31/2018,2-6-5,9-8-6,0-0-1
3386,FEBRUARY,11AM,4PM,9PM
3387,2/1/2018,3-8-0,0-6-5,8-8-0
3388,2/2/2018,5-7-8,5-2-0,8-5-5
3389,2/3/2018,4-6-9,9-2-5,1-4-6
3390,2/4/2018,3-1-3,9-1-5,9-6-7
3391,2/5/2018,8-9-0,9-2-5,7-5-1
3392,2/6/2018,1-8-1,4-6-0,4-8-2
3393,2/7/2018,3-3-6,0-3-7,2-1-6
3394,2/8/2018,1-3-8,6-3-1,8-5-6
3395,2/9/2018,3-5-3,2-0-2,7-5-1
3396,2/10/2018,1-9-7,9-3-7,9-7-4
3397,2/11/2018,7-8-2,6-1-7,5-1-6
3398,2/12/2018,7-7-8,3-2-3,9-1-9
3399,2/13/2018,7-1-9,5-6-9,9-8-8
3400,2/14/2018,6-1-5,2-3-1,9-4-1
3401,2/15/2018,8-2-0,0-2-0,4-3-8
3402,2/16/2018,2-0-9,1-2-0,0-0-8
3403,2/17/2018,7-2-2,1-3-5,9-9-1
3404,2/18/2018,5-0-6,2-0-9,8-7-6
3405,2/19/2018,3-2-3,8-2-8,2-6-9
3406,2/20/2018,6-0-6,3-2-8,3-7-7
3407,2/21/2018,8-4-4,1-1-1,3-1-9
3408,2/22/2018,8-8-0,4-5-3,3-8-7
3409,2/23/2018,4-5-7,1-6-6,6-7-1
3410,2/24/2018,8-5-2,4-0-4,8-4-2
3411,2/25/2018,2-3-2,5-6-4,1-6-4
3412,2/26/2018,0-3-5,2-4-2,0-9-6
3413,2/27/2018,9-7-2,3-3-0,5-9-3
3414,2/28/2018,1-6-3,4-0-5,0-1-1
3415,MARCH,11AM,4PM,9PM
3416,3/1/2018,8-2-4,4-5-1,3-5-3
3417,3/2/2018,2-0-7,0-5-3,2-3-6
3418,3/3/2018,9-7-1,4-1-0,3-0-3
3419,3/4/2018,5-2-3,5-7-7,3-1-8
3420,3/5/2018,2-4-4,5-4-9,3-8-2
3421,3/6/2018,1-0-5,1-2-0,5-1-5
3422,3/7/2018,0-5-3,9-9-0,2-9-8
3423,3/8/2018,1-0-5,5-0-7,8-0-8
3424,3/9/2018,9-6-2,9-6-5,6-6-5
3425,3/12/2018,5-6-3,3-7-7,3-3-9
3426,3/11/2018,1-5-5,8-5-1,7-7-0
3427,3/10/2018,7-0-0,4-3-1,8-0-6
3428,3/13/2018,3-7-9,9-6-9,5-4-7
3429,3/14/2018,4-5-8,8-8-8,3-4-5
3430,3/15/2018,7-6-8,1-6-6,1-9-7
3431,3/16/2018,6-8-3,0-6-7,0-5-7
3432,3/17/2018,3-3-2,2-9-0,5-2-0
3433,3/18/2018,2-2-5,2-7-9,8-7-4
3434,3/19/2018,1-1-8,8-9-7,7-2-7
3435,3/20/2018,1-6-9,4-3-1,0-9-8
3436,3/21/2018,1-6-2,0-0-7,3-6-9
3437,3/22/2018,1-4-5,6-0-4,6-0-4
3438,3/23/2018,6-6-3,3-7-9,9-4-8
3439,3/24/2018,5-6-1,1-7-8,3-9-4
3440,3/25/2018,1-6-0,2-5-2,9-4-6
3441,3/26/2018,1-9-0,7-5-4,6-4-7
3442,3/27/2018,2-1-6,5-6-1,4-1-6
3443,3/28/2018,3-3-9,1-4-8,3-1-3
3444,APRIL,11AM,4PM,9PM
3445,4/2/2018,2-3-2,0-1-7,8-1-0
3446,4/3/2018,3-2-5,4-8-9,3-8-0
3447,4/4/2018,0-0-6,3-4-7,3-6-4
3448,4/5/2018,3-0-7,1-1-9,9-9-2
3449,4/6/2018,1-9-7,5-4-2,2-5-7
3450,4/7/2018,6-7-4,1-1-6,9-6-4
3451,4/8/2018,5-7-1,1-0-0,5-9-5
3452,4/9/2018,8-8-6,4-0-9,9-2-1
3453,4/10/2018,8-8-4,0-5-6,9-9-4
3454,4/11/2018,8-5-0,9-3-6,9-8-1
3455,4/12/2018,2-9-9,6-0-7,7-5-3
3456,4/13/2018,6-3-0,6-2-4,4-4-3
3457,4/14/2018,1-1-6,2-2-1,6-1-4
3458,4/15/2018,3-0-1,6-2-5,8-7-9
3459,4/16/2018,8-3-6,5-5-9,0-0-2
3460,4/17/2018,3-2-0,9-1-7,7-0-9
3461,4/18/2018,7-4-8,7-2-7,5-5-5
3462,4/19/2018,8-7-9,6-0-6,1-3-1
3463,4/20/2018,4-0-0,6-9-5,1-7-6
3464,4/21/2018,8-6-7,4-6-9,4-1-4
3465,4/22/2018,4-6-5,2-4-5,3-8-5
3466,4/23/2018,0-2-4,5-2-7,2-1-0
3467,4/24/2018,8-9-2,9-6-2,4-0-0
3468,4/25/2018,1-2-3,3-7-1,8-9-4
3469,4/26/2018,9-8-1,0-5-1,3-1-8
3470,4/27/2018,9-4-0,7-4-3,9-9-4
3471,4/28/2018,2-3-3,8-1-8,4-9-2
3472,4/29/2018,3-5-7,8-3-7,6-6-2
3473,4/30/2018,6-3-8,3-6-2,9-9-5
3474,MAY,11AM,4PM,9PM
3475,5/1/2018,5-0-9,6-9-4,6-5-7
3476,5/2/2018,5-4-0,8-1-0,9-3-5
3477,5/3/2018,3-9-8,8-7-4,8-1-3
3478,5/4/2018,9-8-5,7-1-4,9-8-6
3479,5/5/2018,0-9-1,8-2-5,6-9-3
3480,5/6/2018,0-2-6,2-8-9,9-8-3
3481,5/7/2018,7-5-3,2-1-7,1-3-3
3482,5/8/2018,7-2-5,6-0-5,5-7-6
3483,5/9/2018,0-0-4,0-7-9,1-4-0
3484,5/10/2018,5-8-8,8-1-4,1-4-3
3485,5/11/2018,9-5-3,5-6-1,2-6-2
3486,5/12/2018,0-2-5,6-8-2,1-9-7
3487,5/13/2018,0-4-6,2-7-9,7-6-7
3488,5/14/2018,1-3-3,8-1-8,7-1-0
3489,5/15/2018,5-1-9,9-4-5,4-7-5
3490,5/16/2018,5-4-6,8-3-0,3-7-8
3491,5/17/2018,8-4-6,4-2-2,0-5-2
3492,5/18/2018,5-8-5,3-2-1,7-1-6
3493,5/19/2018,5-8-9,8-9-4,8-8-8
3494,5/20/2018,9-2-9,2-6-6,0-9-3
3495,5/21/2018,4-2-6,2-8-7,2-3-9
3496,5/22/2018,5-9-1,9-6-1,6-4-2
3497,5/23/2018,9-8-4,8-0-3,9-8-1
3498,5/24/2018,9-3-5,5-8-6,6-3-3
3499,5/25/2018,5-4-3,4-1-7,8-0-5
3500,5/26/2018,3-8-5,1-7-8,4-1-1
3501,5/27/2018,6-6-8,0-0-7,1-1-2
3502,5/28/2018,7-2-4,7-9-4,7-7-5
3503,5/29/2018,8-9-0,0-8-6,2-9-7
3504,5/30/2018,6-7-6,5-7-3,0-2-0
3505,5/31/2018,8-8-4,3-0-8,3-8-8
3506,JUNE,11AM,4PM,9PM
3507,6/1/2018,6-8-2,3-4-7,1-2-6
3508,6/2/2018,0-8-6,3-4-3,0-0-9
3509,6/3/2018,2-1-8,7-2-3,2-2-8
3510,6/4/2018,0-8-3,6-3-1,4-6-4
3511,6/5/2018,8-0-3,8-7-2,0-7-3
3512,6/6/2018,7-0-1,9-5-1,1-3-0
3513,6/7/2018,9-2-5,5-6-9,2-5-0
3514,6/8/2018,0-4-8,5-5-2,5-1-3
3515,6/9/2018,7-2-4,0-6-6,1-5-5
3516,6/10/2018,9-1-8,4-8-8,4-7-5
3517,6/11/2018,9-9-8,0-0-7,8-1-7
3518,6/12/2018,8-4-4,5-5-1,0-4-9
3519,6/13/2018,8-9-4,0-1-4,0-7-1
3520,6/14/2018,9-2-6,5-5-9,3-8-0
3521,6/15/2018,1-5-1,7-0-2,2-1-2
3522,6/16/2018,5-4-5,7-5-5,7-6-9
3523,6/17/2018,7-9-8,2-2-4,4-7-6
3524,6/18/2018,8-5-2,3-2-2,7-0-4
3525,6/19/2018,5-0-8,0-1-0,0-7-5
3526,6/20/2018,3-5-2,5-8-9,6-4-3
3527,6/21/2018,8-7-7,1-8-6,0-3-4
3528,6/22/2018,9-7-7,3-4-3,3-2-0
3529,6/23/2018,5-5-3,2-7-0,9-7-5
3530,6/24/2018,2-8-8,5-0-5,1-2-5
3531,6/25/2018,8-4-9,8-3-3,8-8-2
3532,6/26/2018,7-3-9,1-0-1,7-7-2
3533,6/27/2018,4-5-1,6-8-2,0-7-6
3534,6/28/2018,4-9-5,8-3-7,5-3-4
3535,6/29/2018,3-1-1,7-1-4,6-1-3
3536,6/30/2018,9-3-5,5-2-4,5-2-4
3537,JULY,11AM,4PM,9PM
3538,7/1/2018,0-1-1,4-2-1,0-8-1
3539,7/2/2018,9-7-1,5-6-5,7-8-6
3540,7/3/2018,7-8-9,3-0-7,4-2-9
3541,7/4/2018,7-3-9,0-8-5,0-7-7
3542,7/5/2018,2-7-5,7-8-0,1-6-3
3543,7/6/2018,9-3-0,4-4-4,2-3-1
3544,7/7/2018,2-5-3,9-3-6,8-4-1
3545,7/8/2018,4-4-2,1-2-3,7-1-3
3546,7/9/2018,3-6-9,8-4-8,7-4-9
3547,7/10/2018,7-1-1,2-8-6,2-3-3
3548,7/11/2018,5-0-7,5-1-0,8-0-9
3549,7/12/2018,2-5-8,4-1-5,2-5-5
3550,7/13/2018,1-9-4,7-0-5,8-8-6
3551,7/14/2018,8-0-4,0-3-3,4-3-4
3552,7/15/2018,7-5-6,3-8-5,0-5-1
3553,7/16/2018,7-2-6,9-9-9,5-6-9
3554,7/17/2018,1-0-3,0-0-7,0-4-5
3555,7/18/2018,5-4-0,6-8-5,2-0-7
3556,7/19/2018,2-7-8,5-2-8,8-0-1
3557,7/20/2018,8-3-1,9-9-8,5-0-6
3558,7/21/2018,5-0-2,7-7-8,5-5-3
3559,7/22/2018,4-5-3,1-0-2,0-1-7
3560,7/23/2018,5-4-4,1-7-3,3-7-2
3561,7/24/2018,6-3-6,1-1-0,9-4-4
3562,7/25/2018,4-8-7,6-7-9,9-6-0
3563,7/26/2018,5-4-5,7-6-9,4-4-1
3564,7/27/2018,3-8-4,1-8-1,1-9-3
3565,7/28/2018,7-3-8,6-0-9,5-2-9
3566,7/29/2018,1-3-0,7-5-3,9-3-2
3567,7/30/2018,2-2-2,2-3-6,7-1-2
3568,7/31/2018,6-7-7,2-4-3,1-5-2
3569,AUGUST,11AM,4PM,9PM
3570,8/1/2018,3-4-5,8-0-1,3-8-6
3571,8/2/2018,8-4-5,4-3-5,7-1-1
3572,8/3/2018,5-7-8,9-3-6,8-3-7
3573,8/4/2018,8-3-4,2-4-8,3-9-6
3574,8/5/2018,3-9-8,0-1-8,0-4-7
3575,8/6/2018,5-8-6,7-0-2,3-9-5
3576,8/7/2018,0-9-4,5-0-9,9-8-9
3577,8/8/2018,5-0-2,9-7-4,6-3-9
3578,8/9/2018,9-5-7,8-8-2,1-3-2
3579,8/10/2018,8-3-5,2-0-9,2-0-9
3580,8/11/2018,7-5-7,1-5-4,8-7-3
3581,8/12/2018,7-0-1,2-2-8,7-7-4
3582,8/13/2018,2-8-3,6-8-2,9-1-5
3583,8/14/2018,7-0-5,5-7-2,7-1-5
3584,8/15/2018,1-6-9,1-3-3,0-2-3
3585,8/16/2018,3-7-8,0-3-8,8-0-4
3586,8/17/2018,7-9-4,0-7-7,6-4-4
3587,8/18/2018,3-0-2,8-1-3,4-7-6
3588,8/19/2018,7-9-1,6-4-6,9-6-0
3589,8/20/2018,4-6-0,6-7-4,4-9-2
3590,8/21/2018,8-8-6,2-2-2,8-0-1
3591,8/22/2018,0-9-8,2-1-9,1-2-0
3592,8/23/2018,5-0-3,8-5-5,5-4-1
3593,8/24/2018,4-5-9,1-2-3,9-4-5
3594,8/25/2018,2-9-9,2-7-6,9-0-5
3595,8/26/2018,5-2-4,1-8-3,2-6-4
3596,8/27/2018,4-6-4,1-1-4,4-5-7
3597,8/28/2018,4-9-4,0-0-0,1-9-0
3598,8/29/2018,5-0-6,1-2-2,2-6-5
3599,8/30/2018,7-6-1,8-3-9,9-1-3
3600,8/31/2018,3-8-5,3-8-2,5-9-2
3601,SEPTEMBER,11AM,4PM,9PM
3602,9/1/2018,2-8-0,8-3-0,6-5-6
3603,9/2/2018,5-7-9,3-9-6,1-5-4
3604,9/3/2018,2-8-6,5-7-6,9-0-6
3605,9/4/2018,1-2-0,3-5-6,4-1-9
3606,9/5/2018,3-6-0,6-0-7,8-2-1
3607,9/6/2018,0-9-0,8-2-0,5-6-1
3608,9/7/2018,2-8-3,9-6-1,1-0-2
3609,9/8/2018,7-8-2,2-1-9,1-3-5
3610,9/9/2018,7-7-2,1-5-2,5-3-2
3611,9/10/2018,5-7-0,3-3-5,5-4-0
3612,9/11/2018,8-1-2,4-0-4,2-5-4
3613,9/12/2018,5-1-3,4-7-1,2-2-9
3614,9/13/2018,9-9-4,8-0-7,6-8-4
3615,9/14/2018,0-1-9,4-2-1,8-0-1
3616,9/15/2018,1-1-6,4-7-0,2-7-3
3617,9/16/2018,3-8-2,9-5-5,9-9-7
3618,9/17/2018,6-2-2,2-3-6,5-3-9
3619,9/18/2018,5-2-6,3-9-5,9-0-3
3620,9/19/2018,7-7-3,7-1-1,2-6-0
3621,9/20/2018,7-4-7,5-0-2,2-2-8
3622,9/21/2018,1-3-8,0-5-6,0-4-3
3623,9/22/2018,7-0-5,6-6-7,0-0-9
3624,9/23/2018,9-9-1,2-5-8,0-2-7
3625,9/24/2018,1-4-5,5-2-3,0-9-5
3626,9/25/2018,6-5-6,7-3-1,5-7-1
3627,9/26/2018,8-9-9,5-1-8,4-6-3
3628,9/27/2018,5-2-0,8-7-4,2-5-2
3629,9/28/2018,0-3-8,1-7-4,0-1-9
3630,9/29/2018,5-5-3,8-4-4,1-9-2
3631,9/30/2018,9-0-0,9-9-9,8-9-0
3632,OCTOBER,11AM,4PM,9PM
3633,10/1/2018,3-5-1,9-6-8,0-5-6
3634,10/2/2018,2-2-1,8-5-8,2-9-5
3635,10/3/2018,3-0-2,9-3-0,9-6-0
3636,10/4/2018,0-8-1,7-2-9,5-4-3
3637,10/5/2018,9-2-0,6-2-1,6-5-6
3638,10/6/2018,4-6-7,3-6-5,5-6-4
3639,10/7/2018,6-7-9,0-8-8,0-6-8
3640,10/8/2018,0-7-7,5-6-9,6-0-3
3641,10/9/2018,6-4-4,3-5-7,2-2-0
3642,10/10/2018,6-5-2,8-1-8,2-9-1
3643,10/11/2018,5-6-1,4-9-4,9-7-9
3644,10/12/2018,0-9-4,2-4-0,4-8-6
3645,10/13/2018,0-4-4,4-9-1,1-6-1
3646,10/14/2018,8-4-4,9-3-6,6-0-1
3647,10/15/2018,2-8-2,7-5-1,7-6-9
3648,10/16/2018,0-2-8,5-2-4,7-7-2
3649,10/17/2018,1-0-2,4-8-7,3-3-8
3650,10/18/2018,9-3-2,2-1-1,7-9-5
3651,10/19/2018,8-8-3,4-4-1,4-5-7
3652,10/20/2018,9-7-5,2-5-0,3-1-6
3653,10/21/2018,2-2-6,6-5-6,2-6-4
3654,10/22/2018,0-0-1,0-0-9,1-5-3
3655,10/23/2018,3-6-4,4-6-6,6-6-4
3656,10/24/2018,9-6-9,3-2-5,0-8-0
3657,10/25/2018,5-2-8,0-8-7,5-6-3
3658,10/26/2018,7-0-6,2-4-0,8-8-9
3659,10/27/2018,7-4-9,7-5-8,4-8-7
3660,10/28/2018,4-5-3,9-4-2,1-5-0
3661,10/29/2018,6-9-5,2-6-2,6-9-5
3662,10/30/2018,5-6-9,7-7-4,1-2-7
3663,10/31/2018,6-7-8,5-4-7,5-9-2
3664,NOVEMBER,11AM,4PM,9PM
3665,11/1/2018,5-4-4,9-9-2,3-3-5
3666,11/2/2018,5-0-1,4-5-5,0-5-0
3667,11/3/2018,8-1-7,4-1-0,9-5-3
3668,11/4/2018,3-1-0,0-6-3,6-1-3
3669,11/5/2018,0-7-9,1-5-6,7-2-5
3670,11/6/2018,3-7-1,8-5-9,2-6-1
3671,11/7/2018,8-5-0,9-2-1,4-2-3
3672,11/8/2018,7-6-5,8-2-6,0-6-3
3673,11/9/2018,5-5-8,6-1-0,9-6-7
3674,11/10/2018,0-0-5,3-0-3,1-4-6
3675,11/11/2018,8-1-4,2-7-2,4-5-8
3676,11/12/2018,9-3-3,0-4-9,2-5-9
3677,11/13/2018,0-3-4,7-7-4,2-4-2
